Longitude,Latitude,UHI Index
-77.30169667,39.10924667,0.9938689760000001
-77.30038167,39.11336167,0.9818380532999998
-77.300285,39.10843333,1.0016212579000001
-77.299315,39.10788,0.9890169090000007
-77.2993,39.115225,0.9962288452999997
-77.29857667,39.11649833,0.9920053405000004
-77.29818667,39.16847,0.9924243831000003
-77.298055,39.166535,0.9993606351999997
-77.29798,39.16643167,1.0037495509
-77.29793667,39.17146,1.0026909191000004
-77.29792333,39.117495,0.9990959766
-77.29785167,39.17129667,1.0039811269000003
-77.29781,39.16623167,0.9882339601000006
-77.297805,39.17175333,1.0141153340999998
-77.29772,39.16613833,0.995093020999999
-77.29757667,39.171865,1.0166516435000004
-77.29729667,39.17206,0.989325678899999
-77.2972,39.16077167,0.9998899533
-77.29710667,39.11821,0.9922258901
-77.297,39.16379167,0.9996142678999996
-77.29696333,39.17233833,0.9982799479000003
-77.296885,39.12878833,0.9982137823999991
-77.29687,39.10639,0.9988533736999996
-77.29677333,39.16409,1.0029445489000008
-77.29673833,39.10631,1.0016543396999997
-77.296675,39.16330667,1.0098918302000006
-77.29662333,39.12991167,0.9836355237999992
-77.29659333,39.16306667,1.0021726289
-77.29656167,39.16197667,1.0076863432
-77.29654333,39.15968833,1.0035620861999992
-77.29652833,39.11880667,0.9914319163000007
-77.29649167,39.15973833,1.0081936067999997
-77.29644833,39.15989333,0.9943982929999996
-77.29627,39.12627833,0.9838119644999993
-77.29623667,39.13114833,0.9929095889999999
-77.29621333,39.11905,1.0000443375
-77.29612333,39.13141,0.9935822635000006
-77.29611333,39.17306833,0.9854991584000001
-77.29605333,39.12598333,0.9949055548999992
-77.29600167,39.119225,0.9798310599000004
-77.29600167,39.13166833,1.0004413222
-77.29598,39.15933333,0.995831859300001
-77.29571167,39.11955833,0.9970669300000006
-77.29563167,39.11967333,0.9924684942000003
-77.29552667,39.14018333,1.0021174929000005
-77.29538833,39.132755,0.9971220674999997
-77.29536667,39.12016833,0.994365211
-77.29531667,39.13288167,0.9863923805
-77.29522,39.15911333,1.000882421800001
-77.29518,39.12410833,0.9815072300000004
-77.295145,39.120805,1.0032533183999999
-77.29511,39.13807667,0.9914539685999998
-77.29486333,39.122005,0.9935602089000001
-77.29485,39.17392667,0.9997024867
-77.29484667,39.10514667,1.0042457852000004
-77.29477667,39.13701833,0.9890058820000008
-77.29471333,39.17395167,1.0123288919999995
-77.29451,39.13600333,1.001896946399999
-77.294095,39.15959,1.0039480454999998
-77.29407167,39.15972167,0.9925787688000004
-77.29402,39.159975,0.9871532735000008
-77.29388167,39.16039167,0.9929757564000014
-77.29378667,39.16056667,0.9918289017999997
-77.29366167,39.14317333,0.9466605615000009
-77.29322333,39.16127833,0.9824114807999996
-77.29300167,39.16155167,0.9938138371999998
-77.292675,39.16150333,0.9918950663000002
-77.29257667,39.144895,0.9956995303999999
-77.29242833,39.16093167,0.9836575790999997
-77.29240667,39.16137667,0.9871753288999996
-77.29237,39.15939167,0.9995922128999994
-77.29224167,39.16120333,0.9937035658000007
-77.29213167,39.15934833,0.9982578930999998
-77.29192167,39.17356167,1.003176127399999
-77.29179333,39.17353333,1.0030548230999994
-77.29134167,39.10306833,1.0076312072000004
-77.29074,39.15878333,0.9957767206
-77.29073,39.1732,0.9981365917999987
-77.29020667,39.15935167,0.9956113116999994
-77.29009333,39.14848833,0.9860284751000004
-77.28995667,39.14873833,0.9923030820999995
-77.28986,39.17273667,1.0060322324000008
-77.28985167,39.18187,0.9955230911999996
-77.28964,39.18267833,1.0052933933000008
-77.28954,39.14963333,0.998522550699999
-77.28931167,39.17240667,1.0025806430000004
-77.28931,39.16959167,1.0036723595999997
-77.289255,39.169445,1.003506948499999
-77.28901167,39.17206,1.0032092081999995
-77.28885333,39.15124167,0.99685741
-77.288715,39.16108333,0.9981917298000009
-77.28846667,39.15247,0.9968022709999999
-77.28824833,39.15307333,0.9850690875000001
